station_id,city_name,date,season,avg_temp_c,min_temp_c,max_temp_c,precipitation_mm,snow_depth_mm,avg_wind_dir_deg,avg_wind_speed_kmh,peak_wind_gust_kmh,avg_sea_level_pres_hpa,sunshine_total_min
61257,Kayes,2017-05-29,Spring,36.6,31.8,44.2,,,,,,,
40848,Shiraz,1974-07-29,Summer,,17.0,37.0,,,,,,,
40179,Tel Aviv,2005-08-29,Summer,,22.3,31.2,,,,,,,
01008,Longyearbyen,2014-02-12,Winter,3.6,2.2,5.4,0.0,50.0,125.0,27.9,,1000.7,
61695,Ziguinchor,1976-07-13,Summer,25.5,23.0,32.0,,,,,,,
83746,Rio de Janeiro,2010-04-25,Autumn,26.0,23.0,31.0,,,,8.8,,,
12385,Lublin,2009-01-12,Winter,-3.9,-7.9,0.9,0.0,30.0,,,,,
60402,Béjaïa,1994-04-16,Spring,12.7,11.4,,7.1,,,,,,
07643,Montpellier,2003-04-14,Spring,12.9,8.0,17.0,0.3,,,,,,
11150,Salzburg,1923-01-13,Winter,,-1.2,0.8,4.2,,,,,,
42111,Dehradun,1994-09-18,Autumn,25.9,,31.9,,,,,,,
68029,Kasane,2005-05-27,Autumn,20.6,9.4,,,,,,,,
48430,Prachin Buri,2022-12-20,Winter,24.9,17.3,31.0,0.0,,92.0,4.2,,1010.7,
02562,Linköping,1989-03-01,Spring,2.2,-0.3,4.8,0.0,0.0,,,,,
38696,Samarkand,1958-03-28,Spring,6.1,3.9,10.6,6.5,,,,,,
08495,Gibraltar,1992-03-11,Spring,15.1,13.5,17.4,0.0,,,,,,
87047,Salta,1975-09-06,Spring,13.8,9.7,21.8,,,,,,,
91557,Port Vila,2014-10-17,Spring,23.7,16.0,28.5,,,,13.3,,,
26774,Mogilyov,1908-02-17,Winter,,,,1.3,,,,,,
48455,Bangkok,1971-10-24,Autumn,,24.6,33.9,0.0,,,,,,
36096,Kyzyl,1996-12-31,Winter,-34.7,-37.6,-30.3,0.0,180.0,,,,,
44288,Arvaikheer,1993-09-12,Autumn,10.5,3.8,16.3,0.0,,,,,,
34861,Elista,1985-11-08,Autumn,8.7,6.2,11.2,0.0,,,,,,
10055,Sorø,1963-05-12,Spring,10.3,8.4,15.2,0.0,0.0,,13.3,27.0,1024.3,360.0
26730,Vilnius,1912-07-17,Summer,21.0,,25.4,0.0,,,,,,
33815,Chișinău,1999-05-16,Spring,13.5,,17.1,,,,,,,
EDTR0,Liestal,1998-12-07,Winter,0.2,-0.6,2.0,8.7,40.0,,,,,0.0
10865,Munich,1996-03-01,Spring,-0.6,-1.7,2.9,3.0,0.0,,11.5,35.3,1021.3,18.0
07020,St. Peter Port,1976-10-24,Autumn,,6.6,11.8,0.0,,,,,,
40416,Dammam,2001-11-16,Autumn,22.4,16.0,30.0,,,325.0,17.0,,,
02788,Kuopio,2003-02-14,Winter,,-14.8,-0.7,0.0,,,,,,
64500,Libreville,2006-01-31,Winter,28.4,,,,,,,,,
07460,Clermont-Ferrand,1981-05-26,Spring,11.3,,,1.0,,,,,,
37711,Ijevan,1975-07-12,Summer,22.4,,,0.0,,,,,,
87436,San Luis,1978-07-17,Winter,11.2,,,,,,,,,
15090,Iași,1978-05-19,Spring,14.8,8.3,18.6,0.0,,,,,,
28440,Yekaterinburg,1942-04-10,Spring,-0.5,-4.7,3.4,0.0,,,,,,
40582,Hawalli,1974-02-08,Winter,13.8,11.2,16.5,,,,,,,
29866,Abakan,1964-06-24,Summer,20.0,14.8,25.8,2.2,,,,,,
68014,Tsumeb,1995-04-26,Autumn,22.4,13.5,31.4,0.0,,,,,,
85364,Tarija,1993-12-13,Summer,24.4,14.8,30.5,,,,,,,
24959,Yakutsk,1956-04-09,Spring,-11.5,-18.4,-4.5,0.0,,,,,,
33902,Kherson,1937-10-07,Autumn,11.4,5.0,,0.0,,,,,,
08053,Bragança,2001-08-30,Summer,21.4,13.4,26.8,0.0,,,,,,
40179,Tel Aviv,1977-12-01,Winter,,8.5,22.4,0.0,,,,,,
15614,Sofia,1991-11-03,Autumn,-0.9,-6.0,4.5,0.0,,,1.2,,,
42403,Paro,1917-02-16,Winter,,,,0.0,,,,,,
11150,Salzburg,1917-11-17,Autumn,,0.6,1.0,11.4,,,,,,
38847,Kulob,2020-11-09,Autumn,12.7,9.2,17.0,,,,,,,
60421,Oum El Bouaghi,2006-07-31,Summer,28.6,14.6,35.4,0.0,,,,,,
72507,Providence,2019-03-20,Spring,3.1,-3.8,9.4,0.0,0.0,,14.4,,1028.7,
86134,Concepción,2022-05-21,Autumn,15.6,6.4,25.2,0.0,,61.0,8.0,,1019.5,
65660,Kakata,1988-10-16,Autumn,28.6,,,0.0,,,,,,
28748,Chelyabinsk,1998-05-11,Spring,5.9,3.8,13.1,0.0,,,,,,
27962,Penza,1982-03-09,Spring,-3.4,-6.2,-0.3,0.0,,,,,,
41194,Dubai,1996-03-15,Spring,19.6,,,,,,,,,
37985,Ardabil,1987-03-09,Spring,8.2,6.3,9.8,0.0,,,,,,
27848,Tambov,1987-12-14,Winter,,,,0.8,,,,,,
37711,Ijevan,1961-01-16,Winter,,,,0.0,,,,,,
60745,Gafsa,2005-02-25,Winter,14.3,7.2,21.3,0.0,,,,,,
63471,Djibouti,1970-10-13,Autumn,,21.0,32.2,0.0,,,,,,
48425,Suphanburi,1997-12-10,Winter,24.5,19.4,30.3,0.0,,,,,,
03302,Douglas,1983-04-26,Spring,9.7,7.1,13.1,2.5,,97.0,16.7,,1006.4,
16560,Cagliari,1998-11-20,Autumn,9.4,3.4,15.6,0.1,,,,,,
07027,Caen,2000-04-11,Spring,4.5,1.1,8.8,0.8,,246.0,18.9,,998.6,
62131,Hun,1961-09-12,Autumn,26.6,18.9,33.9,0.0,,,,,,
62387,Minya,2021-05-20,Spring,30.3,22.5,37.5,0.0,,345.0,18.1,,1009.5,
15350,Buzău,1915-04-15,Spring,,3.5,14.0,,,,,,,
29642,Kemerovo,1981-01-16,Winter,-21.4,-22.0,-20.0,1.5,,,,,,
91643,Funafuti,2004-01-13,Summer,28.4,25.9,,21.1,,,,,,
71508,Toronto,2018-05-21,Spring,15.3,8.9,21.6,0.0,,,,,1022.5,
12982,Szeged,2010-02-21,Winter,2.4,,7.3,7.9,,,,,,
08084,Logroño,1970-05-02,Spring,,4.8,23.8,0.0,,,,,,
72408,Trenton,1988-05-22,Spring,20.0,14.4,27.2,6.1,0.0,164.0,10.8,35.3,1015.6,398.0
02935,Jyväskylä,2003-07-07,Summer,16.4,12.7,21.0,0.0,,,,,,
97320,Dili,1986-09-18,Spring,29.1,,,,,,,,,
76762,Chilpancingo,1985-11-25,Autumn,20.1,12.1,28.5,0.0,,,,,,
87217,La Rioja,1976-04-29,Autumn,22.8,12.5,30.2,,,,,,,
59287,Guangzhou,1992-03-08,Spring,9.1,8.0,10.4,13.8,,,,,,
27037,Vologda,2009-03-18,Spring,-4.1,-12.0,4.1,0.0,371.0,,,,,
76675,Toluca,1970-12-26,Winter,,2.2,17.8,0.0,,,,,,
02485,Stockholm,1901-10-15,Autumn,,7.0,11.0,6.2,,,,,,
86068,Mariscal Estigarribia,2000-11-10,Spring,26.4,20.6,37.2,0.0,,,,,,
10379,Potsdam,1952-01-25,Winter,-2.4,-2.6,-1.7,0.0,60.0,,4.0,,998.5,0.0
15090,Iași,2004-05-04,Spring,17.4,9.9,25.1,0.0,,,,,,
30859,Aginskoye,1980-01-27,Winter,-22.6,-27.2,-13.7,0.0,71.0,,,,,
78543,Basseterre,2009-03-27,Spring,24.0,21.1,27.8,0.0,,68.0,16.6,,1016.4,
29642,Kemerovo,2013-07-25,Summer,19.3,17.0,25.0,,,,5.9,,,
65555,Bouaké,1953-05-29,Spring,,22.2,33.0,6.5,,,,,,
84401,Piura,1993-09-09,Spring,23.4,18.5,30.5,0.0,,,,,,
38880,Ashgabat,1991-10-15,Autumn,11.9,5.8,20.0,0.0,,,,,,
17040,Rize,2013-12-02,Winter,12.1,8.4,14.4,0.0,,,,,,
72507,Providence,1990-07-16,Summer,26.1,21.1,31.7,0.0,0.0,237.0,18.0,37.1,1019.2,637.0
13461,Shkodër,2007-01-23,Winter,15.3,,,,,,,,,
76423,Durango,2013-10-01,Autumn,20.2,14.5,27.5,6.1,,,,,,
72418,Dover,1992-02-18,Winter,5.7,2.8,7.8,8.4,0.0,,12.2,27.7,1021.1,
29477,Krasnoyarsk,1975-10-02,Autumn,10.1,6.0,14.0,0.0,,,,,,
63740,Nyeri,2005-04-26,Autumn,20.3,13.6,28.6,0.0,,,,,,
86560,Colonia del Sacramento,1979-01-31,Summer,20.0,,,,,,,,,
47016,Hyesan,2018-11-15,Autumn,1.4,-8.8,5.6,,,,0.0,,1026.4,
67581,Chipata,1954-10-25,Spring,,,,0.0,,,,,,
48517,Chumphon,1993-12-17,Winter,25.1,,29.3,0.3,,,,,,
65545,Bondoukou,2020-11-06,Autumn,28.2,24.5,34.0,,,,0.8,,1011.3,
59431,Nanning,2022-10-06,Autumn,27.7,23.7,33.6,0.0,,118.0,7.5,,1014.1,
72405,Washington,1979-09-11,Autumn,,17.2,29.4,0.0,0.0,,,20.5,,606.0
06680,Vaduz,1902-02-02,Winter,,-10.7,-8.7,0.0,,,,,,
44292,Ulaanbaatar,1973-02-05,Winter,-25.4,-31.0,-21.0,,79.0,,,,,
07005,Amiens,2007-01-06,Winter,10.2,,,2.3,,,,,,
96295,Bandarlampung,2022-09-24,Spring,25.9,22.3,32.8,11.6,,242.0,4.7,,1010.0,
33393,Lviv,1952-04-23,Spring,15.9,9.3,23.6,2.5,,,,,,
80028,Barranquilla,2010-09-15,Autumn,29.0,24.9,34.7,0.8,,1.0,10.3,,,
41196,Sharjah,1984-08-25,Summer,32.3,,39.0,,,,,,,
91753,Mata-Utu,2023-07-14,Winter,28.1,26.2,30.1,10.4,,112.0,14.0,,1009.5,
06660,Zürich,1928-09-24,Autumn,,2.7,14.7,0.0,,,,,,
36974,Naryn,2020-02-18,Winter,-6.4,-10.0,-4.4,,,,,,,
08080,Vitoria-Gasteiz,2020-03-17,Spring,8.7,5.9,11.0,0.1,,19.0,9.0,22.2,1028.6,
42840,Daman,2012-08-13,Summer,27.3,26.2,28.6,4.1,,,,,,
26894,Bryansk,2014-06-04,Summer,21.0,8.7,28.9,0.0,,,,,,
42647,Gandhinagar,1955-07-16,Summer,,,,0.0,,,,,,
68546,Mafeteng,1962-05-18,Autumn,,,,0.0,,,,,,
15450,Craiova,1961-02-10,Winter,,-4.3,6.1,0.0,,,,,,
61816,Boké,1956-10-23,Autumn,,21.5,31.2,7.9,,,,,,
67005,Moroni,2020-02-08,Summer,26.1,7.0,31.6,0.5,,,7.9,,1013.2,
48112,Ranong,2001-07-13,Summer,26.9,,31.0,,,,,,,
84515,Pucallpa,2023-06-17,Winter,22.4,17.4,27.0,0.0,,200.0,6.2,,1018.4,
12330,Poznań,1941-08-28,Summer,16.1,10.0,21.1,,,,,,,
34535,Luhansk,1963-04-08,Spring,,,,0.0,,,,,,
65344,Cotonou,1995-02-12,Winter,29.6,28.5,32.5,,,,,,,
38613,Osh,1978-12-07,Winter,5.0,3.0,8.0,3.8,,,,,,
62306,Mersa Matruh,1987-06-21,Summer,27.9,17.8,37.2,,,,,,,
60402,Béjaïa,1984-07-15,Summer,23.4,18.6,27.8,0.0,,,,,,
60395,Tizi Ouzou,2005-08-29,Summer,24.8,21.0,30.7,0.0,,,,,,
41950,Barisal,2020-08-16,Summer,28.1,26.3,31.6,17.0,,151.0,5.7,,998.9,
12160,Elbląg,2000-09-15,Autumn,10.6,3.3,15.9,,,,,,,
61699,Mali,2003-02-17,Winter,30.8,,36.0,,,,,,,
84401,Piura,2011-10-20,Spring,21.8,15.7,28.5,,,,,,,
60468,Batna,1990-09-01,Autumn,26.9,17.6,32.1,0.5,,,,,,
07020,St. Peter Port,1936-02-17,Winter,,7.0,10.2,7.0,,,,,,
47138,Daegu,2011-03-10,Spring,6.2,-0.5,10.9,,,,,,,
17074,Kastamonu,1963-04-21,Spring,13.7,3.6,23.9,,,,,,,
32150,Yuzhno-Sakhalinsk,2001-04-06,Spring,1.5,-1.7,4.3,0.4,589.0,,,,,
58238,Nanjing,1981-09-21,Autumn,23.2,19.1,28.0,0.0,,,,,,
38583,Guliston,1985-04-22,Spring,19.9,11.3,28.0,0.0,,,,,,
37735,Goranboy,1898-04-24,Spring,13.6,4.9,19.8,0.0,,,,,,
40022,Latakia,2006-10-10,Autumn,24.3,21.8,28.0,,,,,,,
07643,Montpellier,2007-06-09,Summer,21.9,17.2,26.9,0.0,,119.0,10.3,,1016.0,
64401,Dolisie,1972-11-16,Spring,,20.5,28.8,0.0,,,,,,
38847,Kulob,1985-05-05,Spring,,,,0.0,,,,,,
48062,Sittwe,2015-11-02,Autumn,24.8,19.5,28.0,5.1,,,,,,
30710,Irkutsk,1914-02-01,Winter,-13.3,-15.9,,0.0,,,,,,
47035,Sinuiju,1980-12-10,Winter,-2.7,-8.0,1.0,,,,,,,
53772,Taiyuan,1974-06-17,Summer,24.4,21.7,30.8,0.0,,,,,,
47807,Fukuoka,2011-03-30,Spring,10.5,5.1,15.3,0.5,,,,,,
60507,Mascara,2008-05-21,Spring,18.3,9.7,26.5,0.0,,,8.0,,,
68098,Swakopmund,2020-10-13,Spring,15.1,11.7,,,,,,,,
78397,Kingston,2007-06-09,Summer,30.0,,,,,,,,,
42701,Ranchi,2016-03-26,Spring,30.1,18.3,37.0,,,,,,,
30710,Irkutsk,1927-10-30,Autumn,0.9,-2.8,8.2,0.0,,,,,,
16134,Florence,1959-09-23,Autumn,,10.6,16.2,,,,,,,
72456,Topeka,2015-06-19,Summer,23.8,17.8,30.0,0.0,0.0,,9.0,,1014.1,
12205,Szczecin,1992-11-18,Autumn,4.6,3.5,6.1,,,,,,,
41950,Barisal,1962-02-19,Winter,23.9,,28.3,0.0,,,,,,
91683,Suva,2019-12-11,Summer,25.1,23.4,29.5,0.0,,,5.7,,1009.1,
65563,Yamoussoukro,1988-01-09,Winter,26.8,,32.0,,,,,,,
96221,Palembang,2005-06-27,Winter,27.2,23.0,30.8,0.0,,,,,,
42516,Shillong,1967-11-02,Autumn,,,,0.0,,,,,,
87374,Paraná,2020-05-26,Autumn,13.1,,,,,,,,,
14236,Zagreb,1936-10-25,Autumn,,3.6,12.3,0.0,,,,,,
27333,Kostroma,1997-06-27,Summer,20.4,14.2,26.2,0.0,,,,,,
02433,Falun,1916-08-24,Summer,,6.0,17.8,9.3,,,,,,
47165,Gwangju,1943-01-21,Winter,,-0.3,12.8,0.0,,,,,,
47770,Kōbe,1980-03-31,Spring,14.7,7.5,18.0,5.0,,,,,,
40809,Birjand,2008-12-08,Winter,3.1,,8.0,0.0,,,,,,
08391,Seville,2011-06-07,Summer,19.6,17.4,24.5,0.0,,,,,,
13168,Novi Sad,2021-06-17,Summer,23.1,16.0,30.7,0.0,,302.0,7.4,18.5,1016.8,
96035,Medan,1973-05-25,Spring,27.3,,,,,,,,,
42182,New Delhi,1915-03-06,Spring,,,,0.0,,,,,,
07643,Montpellier,2013-11-02,Autumn,16.3,13.6,21.6,0.0,,,7.7,,1015.9,
47807,Fukuoka,1985-05-05,Spring,21.4,16.5,23.6,18.0,,,,,,
65660,Kakata,2007-10-11,Autumn,24.8,21.3,,,,,,,,
43466,Colombo,1979-12-24,Winter,27.0,,32.0,,,,,,,
72681,Boise,1970-09-17,Autumn,,8.3,30.0,0.0,0.0,,,27.7,,720.0
76762,Chilpancingo,1999-02-20,Winter,22.7,,,,,,,,,
40766,Kermanshah,1990-09-29,Autumn,,8.4,31.6,,,,,,,
03969,Dublin,1918-12-14,Winter,,1.7,10.0,8.2,,,,,,
26666,Vitebsk,1984-06-04,Summer,18.9,10.5,24.0,0.0,,,,,,
67775,Harare,1964-03-24,Autumn,21.4,14.4,28.7,10.7,,,,,,
48405,Roi Et,2003-11-11,Autumn,25.7,,31.5,0.0,,,,,,
67137,Fianarantsoa,1979-01-03,Summer,21.2,14.0,,0.0,,,,,,
72353,Oklahoma City,1982-03-23,Spring,10.5,1.7,19.4,0.0,0.0,,14.9,44.3,1012.6,534.0
72469,Denver,1968-01-30,Winter,,-8.3,14.4,0.0,0.0,,,37.1,,558.0
87436,San Luis,1983-07-15,Winter,9.7,,16.3,0.0,,,,,,
47762,Kitakyūshū,2017-10-31,Autumn,14.6,,18.6,0.0,,,,,,
15614,Sofia,2021-04-05,Spring,5.0,0.3,10.0,8.9,,288.0,11.2,20.4,1015.0,
63870,Zanzibar City,2006-05-10,Autumn,25.1,,27.6,0.0,,,,,,
11240,Graz,1962-07-29,Summer,16.4,13.8,18.5,1.0,,,,,,
72694,Salem,2012-07-24,Summer,18.4,11.7,27.2,0.0,,,8.6,,1016.6,
22820,Petrozavodsk,1981-04-30,Spring,-2.3,-3.2,-0.5,1.1,,,,,,
38062,Kyzylorda,1983-01-02,Winter,-1.0,-4.9,2.4,0.0,,,,,,
37756,Sumqayit,1991-06-05,Summer,,,,0.0,,,,,,
62306,Mersa Matruh,2009-03-30,Spring,15.1,8.5,20.2,,,10.0,8.5,,,
47016,Hyesan,1992-10-28,Autumn,1.8,-4.9,10.8,,,,,,,
72418,Dover,2020-07-17,Summer,25.5,21.1,31.1,0.5,0.0,,10.8,,,
26063,Saint Petersburg,1971-09-28,Autumn,7.5,5.9,9.9,0.0,,,,,,
53463,Hohhot,2013-04-27,Spring,19.6,12.1,27.0,,,,11.6,,,
31960,Vladivostok,1995-06-29,Summer,12.9,12.0,14.0,10.2,,,,,,
80472,Valencia,2015-07-19,Summer,28.8,,,,,,,,,
86490,Mercedes,1986-10-13,Spring,20.9,12.0,26.0,0.0,,,,,,
33658,Chernivtsi,1995-09-23,Autumn,9.2,7.3,10.4,2.5,,,,,,
91212,Hagåtña,1953-10-27,Autumn,,25.0,31.1,0.0,,,,,,
97724,Ambon,1962-12-05,Summer,25.6,,,,,,,,,
15350,Buzău,1935-10-04,Autumn,,11.8,28.2,,,,,,,
78367,Guantánamo,1958-04-30,Spring,28.1,23.9,33.9,0.0,,,12.9,38.9,1013.8,
83746,Rio de Janeiro,1982-12-23,Summer,28.4,24.0,35.0,,,,8.1,,,
42667,Bhopal,1988-02-29,Winter,22.4,13.6,30.4,0.0,,,,,,
02562,Linköping,1959-01-20,Winter,,-4.0,-1.1,14.8,360.0,,,,,
72772,Helena,1982-10-04,Autumn,4.3,2.8,6.1,3.3,0.0,,5.9,20.5,1013.3,0.0
86033,Fuerte Olimpo,2013-05-27,Autumn,27.7,20.0,,,,,,,,
17050,Edirne,1968-06-19,Summer,27.9,,32.8,,,,,,,
33429,Khmelnytskyi,2015-03-10,Spring,4.8,-2.0,12.5,,,,,,,
84370,Tumbes,2001-01-31,Summer,27.5,21.0,32.0,,,,,,,
D5731,Schaffhausen,1974-01-24,Winter,2.4,-1.5,4.0,1.1,0.0,,,,,
40858,Bushehr,2006-04-16,Spring,25.5,,,,,,,,,
60620,Adrar,2012-05-13,Spring,28.3,18.0,37.0,0.0,,,,,,
63471,Djibouti,1952-06-07,Summer,,13.8,36.4,0.0,,,,,,
44259,Choibalsan,2008-11-28,Autumn,-7.1,,-2.8,,,,,,,
71162,Yellowknife,2021-08-30,Summer,15.5,13.3,17.6,0.9,,250.0,8.5,,1008.3,
72406,Annapolis,2023-06-26,Summer,27.4,22.8,32.2,0.0,0.0,168.0,9.4,,1004.8,
07222,Nantes,2021-02-13,Winter,0.9,-2.6,3.3,,,88.0,14.9,35.2,1027.8,
48552,Nakhon Si Thammarat,2001-04-03,Spring,28.7,24.0,32.5,,,,,,,
72405,Washington,2014-03-04,Spring,-5.7,-9.9,0.6,0.0,100.0,,7.6,,1027.9,
80472,Valencia,2001-07-28,Summer,24.2,,,,,,,,,
01026,Tromsø,2014-03-30,Spring,-2.9,-4.4,-0.2,6.0,650.0,,,,,
26666,Vitebsk,2019-03-04,Spring,2.6,-0.9,5.1,3.0,119.0,218.0,12.9,27.8,993.3,
82798,João Pessoa,1976-04-30,Autumn,25.4,,,,,,,,,
47058,Pyongyang,2022-09-22,Autumn,19.2,12.2,24.2,0.1,,152.0,6.3,,1015.1,
48647,Putrajaya,1987-09-04,Autumn,26.4,,,,,,,,,
84735,Puno,2010-09-03,Spring,13.1,,,,,,,,,
22820,Petrozavodsk,2018-09-19,Autumn,12.6,9.6,15.2,0.0,,215.0,7.8,,1006.7,
42971,Bhubaneswar,1932-06-27,Summer,,,,0.0,,,,,,
41217,Abu Dhabi,2016-10-30,Autumn,27.9,23.4,32.4,,,,10.9,,1011.7,
72406,Annapolis,1966-11-02,Autumn,,13.9,19.4,36.1,0.0,,,,,0.0
08160,Zaragoza,1943-05-28,Spring,,,,0.0,,,,,,
15420,Bucharest,2008-03-22,Spring,9.7,-0.8,15.5,0.0,,,5.7,,997.2,
47632,Gifu,1978-08-22,Summer,,25.0,36.1,0.0,,,,,,
48647,Putrajaya,1987-06-30,Summer,27.6,,,0.0,,,,,,
67775,Harare,2006-09-13,Spring,18.1,10.1,,,,,,,,
60580,Ouargla,2009-07-20,Summer,35.7,28.6,43.0,0.0,,,10.2,,,
60395,Tizi Ouzou,2017-06-15,Summer,29.1,20.5,,0.0,,,,,,
16754,Heraklion,2004-06-15,Summer,24.2,18.8,27.4,0.0,,,16.9,,,
83967,Porto Alegre,1999-10-13,Spring,17.4,,,,,,,,,
23205,Naryan-Mar,1969-06-27,Summer,4.0,1.8,8.3,0.0,,,,,,
96295,Bandarlampung,1995-05-17,Autumn,30.2,22.0,,,,,,,,
85418,Iquique,2020-01-02,Summer,23.2,20.8,,0.0,,,,,,
10400,Düsseldorf,2021-03-06,Spring,0.5,-5.5,7.3,0.0,0.0,37.0,6.5,27.7,1033.6,618.0
07434,Limoges,2011-03-15,Spring,12.5,10.0,16.1,0.0,,91.0,11.9,,1005.8,
92076,Kavieng,1998-09-11,Spring,28.3,,,,,,,,,
54161,Changchun,2017-02-03,Winter,-5.2,-14.0,0.0,,,203.0,11.4,,,
33008,Brest,2004-04-04,Spring,4.8,-1.0,11.6,0.0,,,,,,
08285,Valencia,1992-02-27,Winter,,10.0,15.2,0.0,,,,,,
60715,Aryanah,2009-01-05,Winter,11.2,8.0,13.5,15.0,,315.0,18.2,,,
47770,Kōbe,2010-08-12,Summer,28.7,25.8,32.0,28.4,,,,,,
26730,Vilnius,1961-03-27,Spring,4.5,1.2,8.2,5.7,,,,,,
25913,Magadan,1963-04-20,Spring,-1.2,-4.2,1.9,0.0,,,,,,
86490,Mercedes,1972-01-15,Summer,,22.2,32.6,0.0,,,,,,
02768,Kouvola,1973-09-08,Autumn,,2.4,13.5,0.8,,,,,,
83827,Ciudad del Este,1988-01-09,Summer,28.1,22.0,33.6,0.0,,,,,,
48303,Chiang Rai,1984-01-08,Winter,17.6,12.0,22.4,0.0,,,,,,
27719,Tula,1972-09-27,Autumn,,,,2.9,,,,,,
76658,Colima,1997-07-15,Summer,24.1,,,0.0,,,,,,
06280,Groningen,1996-01-19,Winter,-2.2,,,0.0,0.0,,,,,
59758,Haikou,1973-08-23,Summer,28.1,25.6,31.1,0.0,,,,,,
17040,Rize,2019-11-29,Autumn,15.5,8.8,,7.1,,,,,,
25913,Magadan,1983-12-24,Winter,-11.3,-14.1,-9.1,1.5,,,,,,
80036,Valledupar,2003-02-09,Winter,31.2,24.6,,,,,,,,
33658,Chernivtsi,1950-01-05,Winter,-7.3,-11.1,-2.1,0.0,,,,,,
27485,Yoshkar-Ola,1977-10-10,Autumn,0.2,-1.2,2.3,0.0,,,,,,
60338,Melilla,1986-10-08,Autumn,22.9,19.0,24.8,0.0,,,,,,
48991,Phnom Penh,2018-02-03,Winter,26.3,,,,,,,,,
38345,Talas,1979-12-14,Winter,-2.0,,,0.0,,,,,,
02590,Visby,1921-10-09,Autumn,,7.2,10.8,0.0,,,,,,
29838,Barnaul,1972-01-01,Winter,-22.2,-25.7,-7.8,0.0,,,,,,
11150,Salzburg,1949-12-20,Winter,,2.0,8.4,0.0,,,,,,
38696,Samarkand,1970-04-01,Spring,16.4,6.9,26.3,0.0,,,,,,
48353,Loei,2010-09-20,Autumn,26.7,,32.3,6.1,,,,,,
48826,Hai Duong,2006-06-27,Summer,29.3,,33.0,0.0,,,,,,
EDTR0,Liestal,2007-09-24,Autumn,18.0,12.4,26.1,1.8,0.0,,,,,438.0
38895,Mary,1943-05-17,Spring,26.0,14.5,35.0,0.0,,,,,,
76687,Xalapa,2020-01-28,Winter,17.1,,,0.0,,,,,,
31510,Blagoveshchensk,1959-11-07,Autumn,-11.8,-14.0,-8.3,7.5,,,,,,
15350,Buzău,2008-11-20,Autumn,5.1,-1.8,12.3,0.0,,234.0,18.2,,1011.5,
43295,Bangalore,1969-05-09,Spring,,,,0.0,,,,,,
65516,Réo,1995-11-18,Autumn,25.0,16.0,,,,,,,,
23804,Syktyvkar,1990-11-16,Autumn,-12.4,-16.6,-9.7,0.5,239.0,,,,,
67335,Xai-Xai,1964-08-26,Winter,,8.0,23.6,0.0,,,,,,
72552,The Valley,1953-10-19,Autumn,,13.3,27.2,0.0,0.0,,,,,
84752,Arequipa,2015-06-13,Winter,13.8,6.9,22.2,,,11.0,14.0,,,
72254,Austin,1996-04-07,Spring,,5.0,21.7,0.0,0.0,,7.9,,,760.0
85682,Concepción,1974-07-08,Winter,11.4,,,0.0,,,,,,
76225,Chihuahua,2017-07-02,Summer,27.5,19.8,38.5,0.0,,,,,,
06235,Haarlem,2020-01-30,Winter,8.2,7.2,9.7,0.1,0.0,227.0,34.7,61.0,1003.1,
63686,Kakamega,2018-10-19,Autumn,16.2,13.0,22.0,3.0,,,10.5,,,
61043,Tahoua,2015-03-22,Spring,34.4,27.0,41.0,,,,,,,
87217,La Rioja,2015-12-26,Summer,30.0,22.2,,,,,,,,
40030,Hama,2021-08-02,Summer,35.2,22.6,40.0,,,318.0,5.3,,1002.6,
67581,Chipata,2021-05-23,Autumn,18.2,13.9,22.6,0.0,,145.0,16.4,,1021.3,
68754,Bhisho,1947-04-27,Autumn,,,,0.0,,,,,,
38696,Samarkand,1991-06-06,Summer,25.0,22.2,28.6,0.0,,,,,,
84472,Cajamarca,2004-01-08,Summer,15.5,8.0,,7.1,,,,,,
61257,Kayes,2017-10-16,Autumn,30.9,,37.5,,,,,,,
47165,Gwangju,1975-03-01,Spring,2.4,0.1,9.1,0.0,,,,,,
34712,Donetsk,1986-04-27,Spring,13.2,8.8,16.9,,,,,,,
83587,Belo Horizonte,2013-04-21,Autumn,17.3,13.0,21.0,,,133.0,13.7,,,
72327,Nashville,1963-05-27,Spring,,17.2,27.8,13.5,0.0,,,,,
11903,Banská Bystrica,1963-11-12,Autumn,7.3,2.8,12.2,,,,,,,
58847,Fuzhou,2009-08-21,Summer,29.6,24.5,36.1,0.0,,,,,,
02562,Linköping,1931-09-08,Autumn,,2.9,11.9,0.0,,,,,,
17140,Yozgat,2019-02-20,Winter,4.0,-3.9,,,,,,,,
07643,Montpellier,2022-02-12,Winter,9.3,5.4,15.2,0.0,,65.0,17.1,42.0,1026.9,
16022,Trento,2001-09-09,Autumn,4.1,-0.4,7.9,,,,,,,
96837,Semarang,2009-02-10,Summer,26.1,24.0,28.4,,,,,,,
31960,Vladivostok,1959-07-10,Summer,16.8,13.9,21.6,6.4,,,,,,
37756,Sumqayit,1971-03-28,Spring,,,,0.1,,,,,,
40180,Ramla,1953-10-20,Autumn,21.4,15.0,27.8,0.0,,,,,,
59287,Guangzhou,1999-09-02,Autumn,27.7,24.6,33.2,0.0,,,4.8,,,
07149,Paris,1984-08-19,Summer,21.9,14.9,29.0,0.0,,,7.9,,,
17026,Sinop,1990-01-26,Winter,5.8,1.8,11.0,0.0,,,,,,
