station_id,city_name,date,season,avg_temp_c,min_temp_c,max_temp_c,precipitation_mm,snow_depth_mm,avg_wind_dir_deg,avg_wind_speed_kmh,peak_wind_gust_kmh,avg_sea_level_pres_hpa,sunshine_total_min
67775,Harare,1976-08-23,Winter,,8.8,26.4,0.0,,,,,,
10379,Potsdam,1978-05-18,Spring,13.1,7.4,19.0,0.0,0.0,85.0,10.8,39.6,1017.5,486.0
48500,Prachuap Khiri Khan,1968-11-04,Autumn,,22.2,31.6,0.0,,,,,,
02768,Kouvola,2014-06-26,Summer,11.6,5.5,17.1,0.1,,,,,,
91843,Avarua,1988-06-16,Winter,20.6,18.9,24.1,0.0,,,,,,
58321,Hefei,2009-02-23,Winter,5.5,4.7,7.4,2.6,,58.0,10.2,,,
17074,Kastamonu,2006-10-05,Autumn,15.3,5.9,27.1,0.0,,,,,,
67693,Blantyre,2020-04-12,Autumn,25.0,20.2,31.0,,,150.0,7.7,,1015.9,
02418,Karlstad,1945-02-12,Winter,,-2.6,2.5,,200.0,,,,,
71964,Whitehorse,1994-08-08,Summer,20.9,11.0,30.5,0.0,0.0,,7.6,,1017.0,
84452,Chiclayo,2022-02-23,Summer,24.0,21.0,28.0,0.0,,186.0,15.0,,1011.8,
80421,La Asunción,2000-11-17,Autumn,27.1,25.1,,,,,,,,
14654,Sarajevo,1968-05-15,Spring,,8.2,9.8,15.8,,,,,,
11520,Prague,1978-03-14,Spring,6.4,1.0,11.0,0.0,,,,,,
48425,Suphanburi,1980-07-30,Summer,28.8,25.0,32.7,0.0,,,,,,
08045,Viana do Castelo,1972-07-07,Summer,,11.0,28.0,0.0,,,,,,
40809,Birjand,2020-02-19,Winter,7.9,-1.5,18.4,0.0,,,,,,
43371,Thiruvananthapuram,2014-06-28,Summer,28.3,,32.2,,,,,,,
36982,Karakol,1976-05-06,Spring,-3.9,-12.0,0.0,4.1,,,,,,
61600,Louga,1994-03-08,Spring,19.6,17.6,22.5,,,,,,,
36974,Naryn,1970-10-07,Autumn,9.4,0.8,18.1,0.0,,,,,,
08021,Santander,1967-11-18,Autumn,,10.2,19.4,0.0,,,,,,
86370,Tacuarembó,1971-04-09,Autumn,,,,0.0,,,,,,
16641,Corfu,2003-06-17,Summer,28.2,23.0,33.0,0.0,,,,,,
11150,Salzburg,1941-02-07,Winter,,-16.2,-2.2,1.9,,,,,,
85629,San Fernando,1967-05-22,Autumn,11.4,8.9,16.1,26.9,,,,,,
72614,Montpelier,1985-12-18,Winter,,-15.0,-6.7,1.0,229.0,,,,,
58238,Nanjing,2022-03-15,Spring,17.4,10.0,25.0,,,118.0,11.4,,1013.0,
48405,Roi Et,1957-12-28,Winter,,12.5,33.4,0.0,,,,,,
66160,Luanda,2008-06-01,Winter,22.4,,,,,,,,,
63471,Harar,1954-10-07,Autumn,,15.8,31.8,0.0,,,,,,
06680,Vaduz,1887-12-18,Winter,,-11.8,-8.2,,,,,,,
42105,Chandigarh,1958-06-08,Summer,,,,0.0,,,,,,
44277,Altai,2017-12-13,Winter,-15.7,,-8.2,,,,,,,
17096,Erzurum,1979-12-08,Winter,-11.3,,-2.0,,,,,,,
85201,La Paz,1989-07-20,Winter,7.7,-3.1,,0.0,,,,,,
78762,Alajuela,2008-03-21,Spring,22.5,18.8,28.9,,,,,,,
40007,Idlib,1957-12-14,Winter,9.2,9.0,10.0,0.0,,,,,,
65518,Pô,2011-10-22,Autumn,29.9,23.4,34.9,,,,,,,
78388,Montego Bay,1996-01-06,Winter,26.1,22.2,31.3,0.0,,,,,,
60467,M'Sila,2008-02-09,Winter,9.4,2.2,15.3,0.0,,,,,,
23933,Khanty-Mansiysk,1993-05-07,Spring,-3.0,-6.8,1.7,0.0,,,,,,
07149,Saint-Denis,1998-12-12,Winter,11.6,7.4,15.2,1.8,,,,,,
43279,Chennai,2016-02-27,Winter,28.4,23.0,32.3,,,,8.4,,1014.8,
07149,Saint-Denis,1969-02-18,Winter,,-6.2,1.5,2.0,,,,,,
67027,Mahajanga,2020-07-29,Winter,28.4,19.0,33.0,0.0,,194.0,9.8,,1015.6,
58606,Nanchang,1966-08-24,Summer,27.9,21.9,32.8,0.0,,,,,,
D4704,Bregenz,1998-01-01,Winter,0.6,-1.6,4.5,0.2,0.0,,,,,132.0
85201,La Paz,2013-11-15,Spring,11.6,3.8,19.6,0.8,,,12.9,,,
08160,Zaragoza,1988-12-20,Winter,9.8,7.8,14.0,0.0,,304.0,40.2,,,
72764,Bismarck,2015-08-10,Summer,21.6,13.9,30.6,0.0,0.0,,5.8,,1019.2,
35001,Samara,2019-07-18,Summer,22.8,,,,,,,,,
68110,Windhoek,1958-02-14,Summer,19.7,16.1,26.1,1.0,,,,,,
34560,Volgograd,1967-06-21,Summer,19.7,15.6,25.4,5.3,,,,,,
72658,Saint Paul,1945-07-22,Summer,26.7,19.4,34.4,0.0,0.0,255.0,10.7,,1011.9,
17116,Bursa,1996-08-12,Summer,23.9,17.2,31.3,0.0,,,,,,
17170,Van,2012-08-03,Summer,20.9,12.0,26.9,0.0,,,7.3,,,
08045,Viana do Castelo,2018-08-10,Summer,19.4,11.6,27.2,0.0,,19.0,10.6,31.5,1022.9,
60620,Adrar,2017-11-28,Autumn,16.7,9.8,24.0,,,27.0,19.4,,1021.2,
64405,Sibiti,2017-10-02,Spring,26.9,,,,,,,,,
11464,Ústí nad Labem,2003-09-25,Autumn,8.2,4.3,15.0,0.0,,,,,,
80139,Puerto Carreño,2013-07-24,Summer,29.0,,,2.0,,,,,,
48475,Phetchaburi,1981-03-05,Spring,28.9,,32.6,3.6,,,,,,
61695,Ziguinchor,1981-12-05,Winter,23.8,17.0,33.0,0.0,,,,,,
37663,Oğuz,2022-06-16,Summer,23.9,20.7,27.2,3.1,,36.0,3.7,,1016.8,
38915,Sheberghan,1937-11-23,Autumn,,,,0.0,,,,,,
96011,Banda Aceh,1996-02-03,Winter,24.8,,28.4,0.5,,,,,,
08021,Santander,2022-10-27,Autumn,26.9,25.5,28.7,0.0,,181.0,17.1,38.9,1014.5,
71449,Roseau,1999-06-10,Summer,,10.7,19.3,0.2,0.0,,,,,
27402,Tver,1950-10-17,Autumn,,,,0.0,,,,,,
71863,Regina,1932-11-19,Autumn,,-21.7,0.6,0.0,,,,,,
26425,Riga,1968-11-27,Autumn,,,,6.4,,,,,,
42516,Shillong,1916-07-29,Summer,,,,3.8,,,,,,
91765,Pago Pago,2006-06-19,Winter,26.8,23.9,30.6,0.0,0.0,,9.4,,1009.1,476.0
61699,Mali,1986-09-25,Autumn,24.4,,,4.1,,,,,,
38264,Nukus,1945-08-02,Summer,,,,0.0,,,,,,
87166,Corrientes,1990-02-22,Summer,25.2,20.6,,2.0,,,,,,
02829,Hämeenlinna,1966-03-28,Spring,,-4.3,1.0,6.6,,,,,,
37036,Cherkessk,1991-06-18,Summer,24.1,17.1,29.1,0.0,,,,,,
61080,Maradi,2004-02-15,Winter,23.6,16.8,32.5,0.0,,,,,,
67261,Tete,1980-10-13,Spring,,20.5,32.4,0.0,,,,,,
23205,Naryan-Mar,1965-11-01,Autumn,-22.9,-25.2,-13.2,0.0,,,,,,
41170,Doha,2003-01-05,Winter,18.1,14.6,22.7,,,,,,,
44277,Altai,1983-01-24,Winter,-8.7,,0.2,0.0,,,,,,
80431,San Juan de Los Morros,1968-09-20,Autumn,,,,0.1,,,,,,
60338,Melilla,1998-11-17,Autumn,19.6,15.2,20.6,0.0,,,,,,
67775,Harare,2012-02-07,Summer,20.9,,27.1,0.0,,,,,,
63686,Kakamega,2022-04-25,Spring,16.7,14.8,22.8,39.1,,94.0,6.0,,1021.8,
14015,Ljubljana,1915-06-15,Summer,,11.8,20.6,0.0,,,,,,
60220,Agadir,1991-10-27,Autumn,19.1,17.0,,0.0,,,,,,
72214,Tallahassee,2001-05-29,Spring,26.1,22.2,29.4,24.1,,,7.6,,1015.0,0.0
42701,Ranchi,2022-10-11,Autumn,25.6,23.0,31.0,17.2,,262.0,7.2,,1011.9,
15120,Cluj-Napoca,2001-08-31,Summer,16.0,5.5,22.9,0.0,,,,,,
02590,Visby,1882-01-10,Winter,,2.0,5.0,0.6,,,,,,
72564,Cheyenne,1921-10-03,Autumn,,0.0,21.7,0.0,,,,,,
26666,Vitebsk,2022-07-05,Summer,21.7,18.0,26.0,6.1,,304.0,9.2,18.5,1015.5,
38696,Samarkand,1946-10-18,Autumn,19.7,10.7,31.5,0.0,,,,,,
40416,Dammam,1946-12-28,Winter,20.8,,,,,,,,,
15552,Varna,2002-05-14,Spring,15.6,,22.0,,,,,,,
76750,Chetumal,1973-10-09,Autumn,27.6,20.0,,,,,,,,
86297,Encarnación,1958-08-17,Winter,,,,0.0,,,,,,
34560,Volgograd,1981-03-20,Spring,2.3,0.0,6.7,0.0,,,,,,
38687,Türkmenabat,1985-10-05,Autumn,15.2,6.7,23.1,0.0,,,,,,
67775,Harare,2007-08-26,Winter,16.4,9.9,24.1,,,,,,,
07299,Delémont,2018-05-11,Spring,14.9,8.0,22.1,6.1,,339.0,6.6,,1017.6,
08048,Vila Real,1986-02-19,Winter,7.1,2.6,13.2,0.0,,,,,,
85577,Santiago,1976-08-09,Winter,10.5,3.0,14.0,,,,,,,
72310,Columbia,1979-06-04,Summer,23.7,18.3,27.8,0.0,0.0,4.0,10.9,29.5,1010.2,714.0
65518,Pô,2014-09-05,Autumn,23.2,21.8,25.3,,,,,,,
67005,Moroni,2008-10-23,Spring,28.1,24.8,30.0,0.0,,,,,,
85488,La Serena,1998-07-20,Winter,11.4,6.9,,0.0,,,,,,
87374,Paraná,1959-04-09,Autumn,,16.9,,,,,,,,
83928,Artigas,1984-08-27,Winter,8.1,3.8,,,,,,,,
63333,Dessie,1984-12-06,Winter,,1.8,25.8,0.0,,,,,,
11120,Innsbruck,1981-02-16,Winter,-6.4,-10.9,2.7,0.0,361.0,,2.0,,,
93439,Wellington,2011-05-01,Autumn,16.2,6.6,20.7,0.0,,,,,,
40731,Qazvin,2019-03-05,Spring,7.0,-0.5,15.6,0.5,,339.0,5.0,,,
67475,Kasama,1978-02-21,Summer,,,,1.5,,,,,,
42273,Nepalgunj,1921-02-16,Winter,,,,0.0,,,,,,
27595,Kazan,1928-05-16,Spring,13.3,11.6,16.0,27.5,,,,,,
40736,Sari,1993-06-01,Summer,20.4,,,,,,,,,
07650,Marseille,1940-05-31,Spring,,16.5,22.0,0.0,,,,,,
65330,Parakou,2003-02-20,Winter,30.2,24.0,36.0,0.0,,,,,,
87715,Neuquén,1999-11-28,Spring,23.1,13.6,30.1,0.0,,,,,,
35127,Orenburg,2000-12-30,Winter,1.3,0.1,3.3,0.0,,,,,,
97724,Ambon,1997-10-16,Spring,25.6,22.0,30.5,0.0,,,,,,
11231,Klagenfurt,1992-02-09,Winter,-1.6,-6.6,6.0,,20.0,,4.1,,,
64860,Garoua,1995-07-13,Summer,26.7,22.8,32.5,0.3,,,,,,
60545,Laghouat,2012-06-25,Summer,33.1,,,,,,,,,
82098,Macapá,1980-12-13,Winter,28.8,24.0,33.0,0.0,,,,,,
12942,Pécs,1953-01-30,Winter,,-0.6,9.5,0.0,,,,,,
72214,Tallahassee,1970-09-19,Autumn,,22.2,33.9,0.0,0.0,,,,,
15350,Buzău,1958-02-26,Winter,,-0.6,16.0,0.0,,,,,,
42182,New Delhi,1958-08-27,Summer,29.3,25.0,35.0,0.4,,,,,,
68263,Pretoria,2022-06-10,Winter,15.2,5.5,20.2,0.0,,74.0,15.5,,1026.2,
72401,Richmond,1939-10-29,Autumn,,-0.6,13.9,0.0,,,,,,
14236,Zagreb,2016-11-30,Autumn,1.3,-3.0,5.4,0.0,,,,,,
83587,Belo Horizonte,2015-06-05,Winter,18.9,15.0,24.0,,,108.0,13.9,,,
33275,Sumy,1982-08-07,Summer,18.5,12.7,24.3,0.0,,,,,,
42083,Shimla,1943-04-14,Spring,,,,0.0,,,,,,
04250,Nuuk,1964-02-28,Winter,,-12.6,-3.2,0.0,,,,,,
30758,Chita,1911-05-04,Spring,6.5,-4.3,,0.0,,,,,,
44212,Ulaangom,2001-05-06,Spring,12.4,4.0,20.0,,,,,,,
68032,Maun,2005-12-22,Summer,25.3,17.9,34.2,0.0,,,,,,
93420,Whanganui,2001-09-12,Spring,8.3,2.3,15.2,,,,,,,
96253,Bengkulu,1980-05-09,Autumn,26.7,23.0,,7.9,,,,,,
72511,Harrisburg,2009-04-03,Spring,14.7,11.1,19.4,23.1,,156.0,24.5,,,
33008,Brest,1959-10-19,Autumn,9.0,2.6,17.7,0.0,,,,,,
07630,Toulouse,2021-10-09,Autumn,13.7,8.4,17.2,0.0,,263.0,6.1,22.2,1022.7,
16179,Perugia,1988-10-02,Autumn,17.3,14.9,20.4,,,,,,,
68580,Pietermaritzburg,1971-08-11,Winter,,4.6,16.0,0.0,,,,,,
76750,Chetumal,1985-11-07,Autumn,24.7,15.5,,0.0,,,,,,
26258,Pskov,2014-08-16,Summer,16.4,11.0,22.3,4.4,,,,,,
48569,Satun,1974-12-07,Winter,25.9,,31.4,2.0,,,,,,
63894,Dar es Salaam,1986-03-10,Autumn,25.8,22.5,,23.1,,,,,,
40430,Medina,1991-11-11,Autumn,25.3,18.8,33.2,0.0,,,,,,
42724,Agartala,1997-04-26,Spring,21.9,16.6,,1.0,,,,,,
61090,Zinder,1984-10-30,Autumn,27.8,,33.6,,,,,,,
47590,Sendai,1985-08-14,Summer,26.4,23.8,31.3,0.0,,,,,,
06590,Luxembourg,1965-05-03,Spring,,9.5,13.6,8.8,,,,,,
60525,Biskra,1990-04-10,Spring,16.9,12.6,,0.0,,,,,,
84628,Callao,1967-07-25,Winter,15.0,13.9,,,,,,,,
85201,La Paz,1976-05-07,Autumn,8.3,-2.0,,,,,,,,
44214,Ölgii,1971-02-14,Winter,-15.2,-17.8,,,,,,,,
67005,Moroni,2013-02-04,Summer,29.6,27.4,31.6,2.0,,,,,,
78767,Limón,2017-09-09,Autumn,29.4,22.4,31.7,,,,,,,
63870,Zanzibar City,2013-10-09,Spring,26.7,22.8,32.0,,,,,,,
06590,Luxembourg,2005-09-17,Autumn,9.4,5.1,14.4,0.0,,13.0,12.9,,1020.5,
68098,Swakopmund,2002-11-28,Spring,20.3,15.5,26.5,,,,,,,
86210,Salto del Guairá,2020-11-26,Spring,29.6,23.0,37.0,,,,,,,
83780,São Paulo,2012-10-19,Spring,18.1,16.0,22.0,,,117.0,15.1,,,
76750,Chetumal,2007-01-05,Winter,27.7,21.9,31.1,0.0,,,,,,
33815,Chișinău,1954-03-12,Spring,-1.2,-2.1,-0.4,0.0,,,,,,
02485,Stockholm,1867-12-08,Winter,,,,0.1,,,,,,
87166,Corrientes,1981-09-16,Spring,14.6,3.0,,0.0,,,,,,
07027,Caen,1994-11-20,Autumn,13.9,11.8,15.9,0.0,,,,,,
42492,Patna,1958-02-01,Winter,,,,0.0,,,,,,
26774,Mogilyov,1948-01-30,Winter,,,,0.2,,,,,,
47101,Chuncheon,2022-03-31,Spring,7.2,4.9,11.8,,,23.0,9.9,,1024.2,
35700,Atyrau,2008-07-23,Summer,28.8,21.2,35.7,,,,,,,
23330,Salekhard,1993-10-30,Autumn,-9.0,-9.8,-7.8,3.3,89.0,,,,,
29838,Barnaul,2001-12-16,Winter,-25.4,-27.7,-20.5,0.2,140.0,,,,,
38579,Jizzakh,1951-11-25,Autumn,,,,0.0,,,,,,
06280,Groningen,2012-01-07,Winter,6.9,4.4,8.5,2.7,0.0,268.0,26.6,,1011.6,
40731,Qazvin,2000-07-29,Summer,26.3,18.4,37.5,,,,,,,
15260,Sibiu,1989-04-21,Spring,14.3,3.9,21.7,0.0,,,,,,
60351,Jijel,1993-07-21,Summer,23.8,,26.5,,,,,,,
06601,Basel,2009-02-27,Winter,6.7,3.1,11.0,0.0,0.0,,,,,
40875,Bandar Abbas,1993-07-13,Summer,35.4,,,,,,,,,
87593,La Plata,2006-06-04,Winter,11.2,3.5,,4.1,,,,,,
72254,Austin,1987-01-08,Winter,,9.4,13.3,0.0,0.0,,12.2,25.9,,0.0
78482,Barahona,2012-11-05,Autumn,28.8,22.3,31.5,,,,,,,
47112,Kaesong,1991-08-19,Summer,26.2,23.4,29.7,0.0,,,,,,
72546,Des Moines,1948-05-03,Spring,,6.7,18.3,1.5,0.0,,,,,
47759,Kyoto,1993-01-28,Winter,0.7,-1.1,4.1,1.0,,,,,,
63661,Sironko,1991-02-09,Winter,15.5,,27.7,1.0,,,,,,
07015,Lille,1974-07-30,Summer,16.9,10.0,24.0,0.0,,,,,,
13463,Podgorica,2021-04-21,Spring,13.7,8.3,18.6,0.8,,225.0,4.3,,1020.2,
40001,Mardin,2016-06-20,Summer,32.7,23.8,39.2,,,,,,,
72418,Dover,2022-08-17,Summer,21.8,15.6,27.2,7.1,0.0,315.0,8.6,,1015.9,
61600,Louga,1989-04-01,Spring,19.7,17.0,24.5,,,,,,,
D2629,Arnhem,1936-04-07,Spring,5.0,2.5,10.3,0.1,0.0,,,,1012.1,
86440,Melo,2021-03-26,Autumn,23.0,20.5,25.0,55.6,,317.0,10.0,,1010.5,
63862,Dodoma,2007-12-31,Summer,24.9,19.0,31.1,,,,,,,
93845,Invercargill,1994-01-31,Summer,12.9,10.2,15.5,0.0,,,,,,
12882,Debrecen,1977-06-17,Summer,22.5,17.0,28.0,0.0,,,,,,
67775,Harare,1997-07-15,Winter,10.7,6.9,17.3,0.0,,,,,,
97072,Palu,2015-02-15,Summer,26.9,22.6,32.2,,,,,,,
87420,Mendoza,2021-07-09,Winter,13.0,4.8,19.3,0.0,,194.0,6.2,,1009.2,
16723,Chios,1989-03-04,Spring,13.0,6.8,16.6,0.0,,,,,,
59431,Nanning,1967-04-05,Spring,13.9,13.3,16.0,0.0,,,,,,
72539,Lansing,1948-11-07,Autumn,,3.9,11.1,0.0,0.0,,,,,
96221,Palembang,1977-12-01,Summer,27.2,,,0.0,,,,,,
17090,Sivas,1959-09-23,Autumn,,-0.8,19.0,,,,,,,
48381,Khon Kaen,1981-08-13,Summer,26.9,,32.4,4.5,,,,,,
06717,Aosta,1870-12-16,Winter,,-2.2,2.6,,,,,,,
22113,Murmansk,2013-07-18,Summer,9.6,7.5,12.0,7.2,,,8.4,,,
41936,Khulna,2001-09-01,Autumn,28.9,26.6,34.2,0.8,,,,,,
38567,Navoiy,2020-09-26,Autumn,18.1,11.0,26.0,,,,,,1012.1,
31960,Vladivostok,1912-07-15,Summer,,13.2,29.4,0.0,,,,,,
40030,Hama,2004-09-23,Autumn,24.3,,,,,,,,,
33429,Khmelnytskyi,2020-06-09,Summer,21.9,15.5,27.6,,,,,,,
42027,Srinagar,1925-12-05,Winter,,,,0.0,,,,,,
72340,Little Rock,2019-04-29,Spring,21.1,14.4,25.6,0.0,0.0,177.0,9.0,,1014.4,
10091,Malmö,1995-07-16,Summer,17.6,16.4,19.7,1.8,0.0,44.0,9.4,44.3,1008.9,42.0
02812,Rovaniemi,1975-08-07,Summer,,2.4,15.5,0.5,,,,,,
62435,Kharga Oasis,1988-11-17,Autumn,18.4,,28.1,,,,,,,
80210,Pereira,2022-01-24,Winter,23.7,17.5,28.0,0.0,,129.0,8.8,,1014.2,
65201,Lagos,2000-02-25,Winter,28.3,26.5,31.1,,,,,,,
60507,Mascara,2004-03-06,Spring,12.2,3.4,18.6,0.0,,,,,,
38345,Talas,2003-10-18,Autumn,11.2,2.6,22.7,0.0,,,,,,
42410,Dispur,1993-12-17,Winter,17.4,11.3,25.3,0.0,,,,,,
48877,Nha Trang,1997-09-22,Autumn,27.3,,29.9,0.0,,,,,,
27595,Kazan,2006-07-29,Summer,13.3,10.2,17.3,0.8,,,,,,
65387,Lomé,1983-01-30,Winter,24.8,18.2,33.5,,,,,,,
96035,Medan,1989-04-08,Spring,27.3,,,,,,,,,
31510,Blagoveshchensk,1949-01-17,Winter,-19.6,-22.7,-15.0,0.2,,,,,,
D2629,Arnhem,1964-06-07,Summer,16.0,13.9,21.3,23.8,0.0,,,,,
86490,Mercedes,2003-06-22,Winter,7.2,5.5,15.9,,,,,,,
27333,Kostroma,1947-06-17,Summer,16.3,14.4,21.4,10.7,,,,,,
38264,Nukus,1977-10-06,Autumn,13.0,,19.0,0.0,,,,,,
28661,Kurgan,2023-06-21,Summer,8.8,7.4,10.3,2.6,,287.0,21.6,,999.7,
27906,Oryol,1950-01-15,Winter,-8.6,-13.9,-6.1,0.4,,,,,,
38687,Türkmenabat,1901-05-01,Spring,23.6,,,0.2,,,,,,
44282,Tsetserleg,1982-11-09,Autumn,-5.3,-10.3,4.4,0.0,,,,,,
47772,Ōsaka,1991-04-08,Spring,17.5,,24.1,13.5,,,,,,
91938,Papeete,1990-04-08,Autumn,28.3,24.1,31.6,0.0,,,,,,
43279,Chennai,2011-11-24,Autumn,26.2,,31.1,7.9,,,,,,
82193,Belém,1997-12-02,Summer,27.8,,,0.0,,,,,,
56778,Kunming,2020-06-14,Summer,20.0,17.0,29.9,4.6,,91.0,10.5,,1013.6,
48300,Mae Hong Son,2020-02-15,Winter,23.5,11.9,,,,,,,,
85041,Cobija,2015-09-30,Spring,30.6,24.0,35.4,0.0,,,,,,
03953,Tralee,1941-05-17,Spring,,4.8,12.4,4.5,,,,,,
72406,Annapolis,1980-03-02,Spring,-7.6,-10.6,-5.0,3.8,127.0,3.0,25.0,55.4,1020.4,456.0
12942,Pécs,1945-11-17,Autumn,,4.5,8.6,0.0,,,,,,
15552,Varna,1991-06-22,Summer,19.5,,25.6,,,,,,,
26063,Saint Petersburg,1900-11-03,Autumn,0.4,-0.9,3.9,0.0,,,,,,
34109,Kursk,1978-09-28,Autumn,,,,13.0,,,,,,
64400,Cabinda,1993-06-15,Winter,24.9,,26.3,,,,,,,
10162,Schwerin,1989-10-01,Autumn,10.8,6.7,15.5,0.0,0.0,286.0,13.3,46.8,1021.7,24.0
61052,Niamey,1982-03-15,Spring,32.2,25.0,41.0,,,,,,,
48379,Phetchabun,1993-03-24,Spring,29.3,24.3,36.2,0.0,,,,,,
60531,Tlemcen,1999-02-20,Winter,12.1,4.4,19.5,,,,,,,
25563,Anadyr,1966-08-19,Summer,11.4,8.1,15.8,0.0,,,,,,
43128,Hyderabad,2001-01-14,Winter,24.8,19.2,31.4,,,,,,,
37107,Maykop,1988-05-29,Spring,14.8,12.7,17.7,17.1,,,,,,
81405,Cayenne,2021-04-06,Spring,23.3,5.0,30.8,7.1,,64.0,12.5,44.5,1010.7,
42724,Agartala,1916-06-01,Summer,,,,0.0,,,,,,
27459,Nizhny Novgorod,1976-09-22,Autumn,5.6,2.3,10.0,0.0,,,,,,
60545,Laghouat,1967-01-08,Winter,7.0,-1.1,,,,,,,,
72694,Salem,1931-04-21,Spring,,1.7,23.3,0.0,0.0,,,,,
80410,Barquisimeto,1963-06-03,Summer,23.9,21.1,30.0,0.5,,,,,,
23330,Salekhard,1939-08-04,Summer,12.4,10.1,16.8,0.2,,,,,,
61818,Kindia,1957-05-06,Spring,,21.2,35.2,29.6,,,,,,
08181,Barcelona,1926-07-14,Summer,,19.5,29.0,0.0,,,,,,
81225,Onverwacht,2006-12-24,Winter,25.7,22.8,31.0,16.0,,,,,,
48376,Tak,2008-04-29,Spring,26.1,,30.5,29.2,,,,,,
60468,Batna,2016-01-08,Winter,8.6,-1.0,20.5,0.0,,,8.8,,,
58847,Taipei,2019-03-04,Spring,13.3,10.9,16.0,1.3,,200.0,7.1,,1017.9,
26063,Saint Petersburg,1907-11-16,Autumn,-1.5,-3.5,0.0,0.0,,,,,,
96221,Palembang,1985-09-07,Spring,27.3,23.5,,,,,,,,
78720,Tegucigalpa,2020-05-16,Spring,26.4,20.6,29.0,,,157.0,7.2,,1012.3,
42840,Daman,2009-02-12,Winter,23.1,15.2,31.5,,,,,,,
60735,Kairouan,1981-12-02,Winter,13.0,9.0,,,,,,,,
78543,Basseterre,2007-05-09,Spring,27.7,26.1,30.0,0.0,,113.0,18.0,,1014.6,
48379,Phetchabun,1986-05-02,Spring,29.7,23.1,34.9,3.0,,,,,,
06447,Brussels,1972-08-27,Summer,,11.9,20.6,0.0,,,,,,
48870,Quy Nhon,2008-09-29,Autumn,27.6,25.0,29.7,3.0,,,,,,
17370,Antioch on the Orontes,1996-11-24,Autumn,18.3,15.2,21.6,0.0,,,,,,
60525,Biskra,1929-01-20,Winter,,3.0,15.0,0.0,,,,,,
71863,Regina,1948-11-07,Autumn,,-9.4,3.9,0.0,,,,,,
38507,Türkmenbaşy,1969-10-23,Autumn,14.3,9.0,22.6,0.0,,,,,,
48300,Mae Hong Son,1971-01-06,Winter,,10.7,26.0,0.0,,,,,,
D5731,Schaffhausen,1964-01-09,Winter,-1.2,-8.2,1.0,0.0,0.0,,,,,
87497,Paysandú,2010-07-23,Winter,7.9,0.5,,0.0,,,,,,
40766,Kermanshah,1984-05-19,Spring,,11.4,25.5,,,,,,,
91557,Port Vila,2009-02-01,Summer,26.5,23.5,,0.0,,,,,,
58238,Nanjing,1966-07-01,Summer,23.2,19.8,27.1,0.0,,,,,,
33837,Odessa,1929-09-01,Autumn,27.4,21.1,32.4,0.0,,,,,,
72488,Carson City,1946-10-17,Autumn,,-3.9,13.3,0.0,0.0,,,,,
07630,Toulouse,1995-08-20,Summer,24.1,18.6,29.4,0.0,,,,,,
27459,Nizhny Novgorod,1918-09-20,Autumn,11.1,7.2,13.9,0.1,,,,,,
07480,Lyon,1948-03-09,Spring,,6.6,20.5,0.0,,,,,,
72488,Carson City,1955-10-05,Autumn,9.9,-2.2,17.8,0.0,0.0,301.0,13.0,,1017.3,
38392,Daşoguz,1999-09-06,Autumn,18.9,11.8,26.4,0.0,,,,,,
76225,Chihuahua,1990-07-07,Summer,25.8,19.6,32.2,0.0,,,,,,
72764,Bismarck,2013-10-07,Autumn,9.5,0.6,21.7,0.0,0.0,,12.2,,1012.5,
43279,Chennai,1941-12-02,Winter,,,,58.9,,,,,,
72439,Springfield,2013-07-12,Summer,21.6,12.2,28.3,0.0,0.0,,6.5,,1019.3,
11012,Linz,1949-04-15,Spring,,7.0,17.2,0.0,,,,,,
84782,Tacna,2020-05-16,Autumn,17.8,14.4,,,,,,,,
65439,Sunyani,2012-01-08,Winter,27.0,15.4,,,,,,,,
40769,Arak,2006-09-05,Autumn,23.3,15.4,32.2,0.0,,,,,,
40785,Qom,2003-03-28,Spring,11.8,6.0,,0.0,,,,,,
97230,Denpasar,2020-12-25,Summer,28.4,25.6,31.6,,,269.0,7.3,,1008.3,
07149,Saint-Denis,1963-04-04,Spring,,4.0,7.6,7.1,,,,,,
11520,Prague,1982-06-13,Summer,13.6,9.4,18.5,,,,,,,
48300,Mae Hong Son,1971-07-27,Summer,,23.2,29.6,15.0,,,,,,
40745,Mashhad,1960-05-04,Spring,,9.0,18.0,,,,,,,
07180,Nancy,2008-12-02,Winter,3.3,1.7,5.0,0.5,,230.0,12.9,,1009.9,
36096,Kyzyl,1966-07-18,Summer,17.3,12.5,22.6,5.7,,,,,,
87222,San Fernando del Valle de Catamarca,2023-02-10,Summer,29.7,21.4,36.4,0.0,,17.0,13.8,,1006.7,
68024,Ghanzi,1984-03-10,Autumn,25.1,16.2,32.3,0.0,,,,,,
87374,Paraná,2023-06-30,Winter,12.2,6.5,17.4,0.0,,44.0,7.6,,1023.3,
12925,Zalaegerszeg,1998-08-15,Summer,21.7,12.9,28.6,0.0,,,,,,
72508,Hartford,2000-03-29,Spring,9.4,6.1,12.8,0.8,,240.0,21.2,,1000.2,
34560,Volgograd,1966-05-25,Spring,21.6,16.0,26.5,0.0,,,,,,
37682,Gyumri,1937-03-01,Spring,,,,2.8,,,,,,
08222,Madrid,1923-02-28,Winter,,1.5,9.8,0.0,,,,,,
01026,Tromsø,1940-03-15,Spring,,-11.6,-6.2,0.0,680.0,,,,,
